popularity,title,genre
10816,Suzume no Oyado,['Fantasy']
5200,Re:Stage! Dream Days♪,"['Music', 'Slice of Life', 'School']"
11794,Orchestra,['Music']
13505,Revenge of Green Mutant,['Music']
5573,Makai Tenshou,"['Action', 'Supernatural', 'Samurai', 'Historical']"
6000,Puka Puka Juju,"['Fantasy', 'Slice of Life']"
11576,Kokoro no Chikara,"['Adventure', 'Romance', 'Historical']"
6047,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"['Comedy', 'Magic']"
12418,Kakinoki Mokkii,"['Fantasy', 'Kids']"
2474,Pokemon: Pichu to Pikachu,"['Adventure', 'Comedy', 'Fantasy', 'Kids']"
13426,Hana no Zundamaru: Junk,"['Martial Arts', 'Comedy', 'Parody']"
6635,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,"['Action', 'Comedy', 'Ecchi', 'Parody']"
12389,Dangobei Torimonochou: Hirake - Goma no Maki,"['Action', 'Adventure', 'Comedy']"
12956,Toumei Ningen,['Dementia']
11200,Tentoumushi no Otomurai,['Music']
7148,Seijuuki Cyguard,"['Mecha', 'Sci-Fi', 'Supernatural']"
13878,Rekkoku Rikugun,['Military']
9224,Nekketsu Uchuujin,"['Comedy', 'Sci-Fi']"
10261,Mini-Chara Macross,"['Parody', 'Comedy', 'Mecha']"
7735,Peace Maker Kurogane Movie 2: Yuumei,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']"
9301,Oyayubi Hime Monogatari,"['Adventure', 'Fantasy', 'Shoujo']"
12122,Origami Warriors,"['Action', 'Adventure']"
8588,Makeruna!! Aku no Gundan!,"['Comedy', 'Shounen']"
5570,One Piece: Cry Heart,"['Fantasy', 'Shounen']"
12581,Donten ni Warau x Mameshiba,['Comedy']
14148,Beat in Love,['Music']
2967,Nyanpire The Animation,"['Comedy', 'Supernatural', 'Vampire']"
5797,Arcade Gamer Fubuki,"['Action', 'Comedy', 'Ecchi', 'Parody', 'Shounen', 'Sports', 'Super Power']"
8084,Daimajuu Gekitou: Hagane no Oni,"['Mecha', 'Horror', 'Sci-Fi']"
8113,Animegatari x Koukaku Kidoutai Collab Eizou,"['Sci-Fi', 'Comedy']"
2463,Night Wizard,"['Adventure', 'Fantasy', 'Magic', 'Shounen']"
12449,Akazukin to Kenkou,['Comedy']
6880,Nekogami Yaoyorozu: Ohanami Ghostbusters,"['Comedy', 'Supernatural', 'Seinen']"
15377,Yume wo Misete,['Music']
8412,MONSTER GENERATiON,['Music']
3449,Scared Rider Xechs,"['Sci-Fi', 'Adventure', 'Harem', 'Romance']"
10160,Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,['Mystery']
2219,Maken-Ki! OVA,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']"
14508,Omoi Au Christmas 2011,['Fantasy']
11384,Mofu☆Mofu,['Kids']
6578,Ring of Gundam,"['Sci-Fi', 'Space', 'Mecha']"
12363,Mini Moni Yaru no da Pyon!,['Comedy']
8073,Majokko Megu-chan,"['Magic', 'Shoujo']"
4698,Majin Bone,['Game']
5585,Mahoutsukai Nara Miso wo Kue!,"['Magic', 'Fantasy', 'School']"
755,Ladies versus Butlers!,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']"
13102,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,['Comedy']
2436,Gegege no Kitarou (2018),"['Comedy', 'Supernatural', 'Demons', 'Shounen']"
12604,Kagami,['Romance']
4686,Fireball,"['Comedy', 'Sci-Fi']"
14156,HuGoo.n no Hug Hug Song,"['Kids', 'Music']"
11644,Hizumu Realism,"['Dementia', 'Music']"
12935,Heya (Music),['Music']
6792,Fire Tripper,"['Fantasy', 'Sci-Fi']"
13389,Gunners,"['Action', 'Mecha']"
13250,Futari Zamurai Homare no Kawakiri,"['Samurai', 'Historical', 'Drama']"
5896,Digital Devil Story: Megami Tensei,"['Adventure', 'Mystery', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Drama', 'Fantasy', 'School']"
11919,Cornelis,['Comedy']
9851,Benkei tai Ushiwaka,"['Action', 'Comedy']"
10743,Buddy Spirits,"['Action', 'Mecha']"
14417,Adobe Student and Teacher Edition,['Dementia']
10153,Timing,"['Psychological', 'Horror']"
11304,Tatamp,['Music']
10876,Soul Reviver,"['Action', 'Seinen', 'Supernatural']"
13707,Oshizuka ni,['Kids']
13321,Osamishi Tani no Wakare Uta,"['Music', 'Historical']"
14324,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,"['Comedy', 'Kids', 'Mystery']"
10611,Many Things SD Gundam,"['Parody', 'Comedy', 'Mecha']"
7161,Mahou no Chocolate,"['Drama', 'Romance']"
12925,Kanai,['Mecha']
11637,Kitakaze Kozou no Kantarou,"['Music', 'Kids', 'Samurai']"
11359,Hikenai Guitar wo Hikundaze,['Music']
11459,Double Hard,"['Action', 'Martial Arts']"
11673,Grim,['Dementia']
733,Kaze Tachinu,"['Drama', 'Historical', 'Romance']"
11186,Itsumo Kokoro ni Taiyou wo!,"['Comedy', 'Ecchi']"
5229,Dirty Pair Flash,"['Action', 'Adventure', 'Police', 'Comedy', 'Sci-Fi']"
1228,Initial D Fourth Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']"
7911,Di Gi Charat Ohanami Special,['Comedy']
6887,Dan Doh!!,"['Adventure', 'Sports', 'Shounen']"
9002,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"['Sci-Fi', 'Space', 'Comedy', 'Ecchi', 'Seinen']"
2653,High Score Girl: Extra Stage,"['Comedy', 'Game', 'Romance', 'School', 'Seinen']"
10312,Chou Hatsumei Boy Kanipan,"['Adventure', 'Comedy', 'Mecha', 'Romance']"
6876,Choujuu Kishin Dancougar,"['Action', 'Sci-Fi', 'Mecha']"
2807,Gintama: Shinyaku Benizakura-hen,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
821,Baccano! Specials,"['Action', 'Mystery', 'Comedy', 'Historical', 'Supernatural']"
2082,Bakuten Shoot Beyblade 2002,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']"
195,Akira,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Horror', 'Supernatural', 'Seinen']"
1754,Aria The Natural,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']"
3940,Amaenaide yo!!: Yasumanaide yo!!,"['Ecchi', 'Comedy', 'Romance', 'Supernatural']"
1129,Nodame Cantabile: Paris-hen,"['Comedy', 'Josei', 'Music', 'Romance', 'Slice of Life']"
714,Seirei no Moribito,"['Action', 'Adventure', 'Historical', 'Fantasy']"
4300,3-gatsu no Lion Recap,['Drama']
1569,Mobile Suit Gundam Unicorn,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']"
8399,Yume Senshi Wingman,"['Action', 'Comedy', 'Super Power', 'Romance', 'School']"
9102,Yin Yang Shi: Ping An Wu Yu,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']"
672,Mobile Suit Gundam 00,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']"
190,Kotonoha no Niwa,"['Slice of Life', 'Psychological', 'Drama', 'Romance']"
704,Detroit Metal City,"['Music', 'Comedy', 'Seinen']"
7218,Wagaya no Oinari-sama. Specials,"['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']"
54,Ansatsu Kyoushitsu,"['Action', 'Comedy', 'School', 'Shounen']"
8348,Compiler,"['Sci-Fi', 'Comedy', 'Drama', 'Romance']"
7693,Usavich IV,['Comedy']
7923,Charady no Joke na Mainichi,['Comedy']
11425,Answer,"['Music', 'Supernatural', 'Vampire']"
13848,Chiisana Kinomi (1995),"['Music', 'Kids']"
6745,Turn A Gundam II Movie: Moonlight Butterfly,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']"
4130,Tsukumogami Kashimasu,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']"
8209,Akiba-chan,"['Comedy', 'Kids', 'Slice of Life']"
4441,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']"
4801,Violence Jack: Harlem Bomber-hen,"['Action', 'Drama', 'Horror']"
7917,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,"['Kids', 'Adventure', 'Comedy']"
8468,Urawa no Usagi-chan Special,"['Comedy', 'School', 'Slice of Life']"
2119,Tenshi no 3P!,"['Music', 'School', 'Slice of Life']"
13565,Usagi to Kame (Music),['Music']
8832,Spoon Oba-san,"['Kids', 'Magic']"
7694,Mutant Turtles: Choujin Densetsu-hen,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Super Power']"
10608,Majo demo Steady,"['Comedy', 'Magic', 'Romance', 'Ecchi']"
10149,Kujira (1952),['Fantasy']
11526,Kumo ga Haretara,"['Music', 'Kids']"
14112,I'm Coming,['Music']
6990,Spider Riders: Yomigaeru Taiyou,"['Action', 'Adventure', 'Mecha']"
3135,Soushin Shoujo Matoi,"['Supernatural', 'Magic']"
12565,Deban Desu Yo! Onigirizu,['Comedy']
10668,Shouwa Ahozoushi Akanuke Ichiban!,"['Comedy', 'Shoujo']"
9547,Chou Akuukan Bouheki Cheese Napolitan,['Music']
4025,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,"['Comedy', 'Fantasy', 'Supernatural']"
5176,Sensei no Ojikan: Doki Doki School Hours,"['Comedy', 'Slice of Life']"
9988,Sasuke,"['Action', 'Martial Arts', 'Historical', 'Shounen']"
7225,Saki Biyori Animation,"['Comedy', 'School', 'Seinen', 'Slice of Life']"
11716,Bokura no Hero,['Music']
11445,Atama wa Tsukaiyou. Card mo Tsukaiyou.,['Comedy']
14743,Amaryllis,['Music']
7972,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,"['Game', 'School', 'Slice of Life']"
8723,48x61,"['Sports', 'Comedy']"
8701,Zonmi-chan: Meat Pie of the Dead,"['Comedy', 'Horror', 'Supernatural']"
7389,Ranma ½: 1994 Music Calendar,"['Slice of Life', 'Martial Arts', 'Comedy']"
9611,Zettai Shougeki: Platonic Heart Picture Drama,"['Action', 'Ecchi', 'Martial Arts']"
12358,Yuki no Hi no Tayori,"['Music', 'Kids']"
14168,Uchiko no Mama to Okaasan,['Thriller']
3974,Tekken,"['Action', 'Sci-Fi', 'Adventure', 'Martial Arts']"
10839,Spicy Swingy Style,['Music']
14487,Pastel Kazoku,['Comedy']
12364,Organic,['Comedy']
14065,Ningyo no Hanashi,"['Fantasy', 'Music']"
10810,Inumarudashi,['Comedy']
13512,Inaba no Kuni no Usagi-san,['Adventure']
2521,Quanzhi Fashi 2nd Season,"['Action', 'Fantasy', 'Magic', 'School']"
2802,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']"
14791,Hoshi Akari no Concert: Seiza ga Kanaderu Yozora,"['Music', 'Space']"
5541,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']"
11875,Hanasu na★,['Dementia']
7074,Patalliro Saiyuuki!,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen Ai']"
10132,Gakuen Handsome: Haitoku no Lesson,"['Comedy', 'Music']"
7060,Omishi Mahou Gekijou: Risky★Safety,"['Comedy', 'Shounen']"
12108,Entotsuya Peroo,['Kids']
14594,Drive Car,"['Dementia', 'Music']"
1120,Okusama ga Seitokaichou!+!,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']"
1349,Nobunaga the Fool,"['Action', 'Historical', 'Mecha', 'Sci-Fi']"
8797,Doamaiger D,"['Action', 'Comedy', 'Mecha']"
3488,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,"['Slice of Life', 'Comedy', 'Seinen']"
12866,Tonight,['Music']
6532,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,"['Comedy', 'Historical']"
10304,You Shoumei Bijutsukan Line,['Fantasy']
1095,Killing Bites,"['Action', 'Ecchi', 'Sci-Fi', 'Seinen']"
12511,Super Mario no Shouboutai,['Kids']
15101,To Disappear,"['Dementia', 'Music']"
2568,Juubee Ninpuuchou: Ryuuhougyoku-hen,"['Adventure', 'Horror', 'Magic', 'Martial Arts', 'Samurai', 'Shounen', 'Supernatural']"
6960,Moero! Top Striker,"['Action', 'Shounen', 'Sports']"
5023,Jewelpet,"['Fantasy', 'Magic', 'Shoujo']"
3610,Hyakka Ryouran: Samurai After,"['Ecchi', 'Harem']"
9310,Hime Chen! Otogi Chikku Idol Lilpri (2011),"['Magic', 'Shoujo']"
6999,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,"['Comedy', 'Harem', 'Romance']"
12551,Norakuro Nitouhei,['Kids']
14568,Shinmai 'FUREAI' Net. Concept Movie,['Slice of Life']
15585,Krosna,['Music']
9733,Luigi's Toy Adventure,['Adventure']
5364,Jikuu Bouken Nuumamonjaa,"['Action', 'Comedy', 'Fantasy']"
11836,Itsumademo Tabibito,"['Music', 'Kids', 'Drama']"
11324,Ikeike! Momon-chan Specials,['Comedy']
9001,Chargeman Ken!,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']"
12399,Christmas Morgue,['Music']
12388,Byeolnala Samchongsa,"['Adventure', 'Sci-Fi']"
6837,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,"['Comedy', 'Ecchi']"
11607,4 Shuunen Monst? Shiru ka yo!,"['Game', 'Comedy']"
12743,Swimming,['Dementia']
10683,Space Travelers The Animation,"['Sci-Fi', 'Space']"
13776,SheepWolf,"['Kids', 'Comedy']"
12865,Saboten ga Nikui,"['Music', 'Comedy', 'Kids']"
12344,Pulsar,"['Dementia', 'Music']"
7684,Peeping Life,"['Slice of Life', 'Comedy']"
11755,Pacusi,['Comedy']
12654,Nanocore 2016 Xinnian Tebie Ban,['Music']
10801,Medama Oyaji no April Fools',"['Demons', 'Parody']"
10897,Master of Torque 2,"['Action', 'Sci-Fi']"
13740,Kokuen,"['Drama', 'Music']"
4998,Idol Memories,['Music']
14701,Ghana,['Music']
14624,Ganbare Chibi Gojira,['Kids']
11571,Fairyshiba,['Comedy']
14150,Circus,"['Game', 'Music']"
9690,Chou no Sainan,['Action']
13663,Byoudoku no Denpa,['Kids']
15193,Asa wo Kitan,"['Music', 'Slice of Life', 'Kids']"
10165,AKB48 Stage Fighter,['Action']
13780,112 Sabsections of Skyline,['Music']
12294,Yuki no Yoru no Yume,['Drama']
6870,Toushinden,"['Action', 'Martial Arts']"
11458,Warui no wo Taose!! Salaryman Man,"['Comedy', 'Parody']"
6807,Sono Me ga Mitsumeru Mono,"['Fantasy', 'Shounen']"
13952,Ou-sama Ninatta Kitsune,[]
12831,Ojiichan ga Kaizoku Datta Koro,['Comedy']
14116,Momotaros no Natsuyasumi,"['Action', 'Comedy', 'Kids', 'Parody', 'Super Power']"
11554,Mai Zhu,"['Comedy', 'Historical']"
10431,Lightning Trap: Leina & Laika,"['Action', 'Sci-Fi']"
10015,Idol Ace,['Comedy']
12331,Kamakura,[]
11293,Fr/day Night,"['Comedy', 'Music']"
14608,Decadence: Remix,"['Military', 'Music']"
10612,Channel 5.5 2nd Season,"['Parody', 'Comedy']"
5257,Call Me Tonight,"['Comedy', 'Horror', 'Romance', 'Sci-Fi']"
4791,Beatless Intermission,"['Action', 'Romance', 'Sci-Fi', 'Drama']"
14024,Bary-san x Gospe Rats: Tonde Bary Bary Monogatari,['Music']
10791,24H,['Music']
11405,Aoshima Megu,['Adventure']
4299,Zettai Junpaku♡Mahou Shoujo,"['Action', 'Ecchi', 'Harem', 'Magic']"
10213,Twinkle Heart: Gingakei made Todokanai,"['Adventure', 'Comedy', 'Space']"
14976,Natsu no Ginkei,['Music']
12256,Mushiba Tetsudou,"['Adventure', 'Fantasy', 'Kids']"
13119,Muku no Ki no Hanashi,['Kids']
7368,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,"['Comedy', 'Magic']"
13610,Minna de Bokumetsu Inshu Unten,['Drama']
12965,Koisuru Niwatori,"['Music', 'Kids']"
12360,Kitsune no Home Run Ou,"['Kids', 'Sports']"
10204,Kangaroo no Tanjoubi,['Adventure']
6032,Keitai Shoujo,"['Comedy', 'Romance', 'School', 'Drama']"
10520,Kaitou Reinya Pilot,['Comedy']
10313,Fune wo Amu: Yokoku,['Slice of Life']
14718,Ishii Hiroyuki x Saitou Souma Essay-shuu,['Space']
12807,Fen Qing,['Music']
4724,Hanaukyou Maid-tai OVA,"['Comedy', 'Ecchi', 'Harem', 'Romance']"
7192,Guomin Laogong Dai Huijia 2nd season,"['Drama', 'Romance', 'School']"
10693,Doubutsu Olympic Taikai,"['Comedy', 'Sports']"
8203,BOY's LOVE Nitro+CHiRAL,"['Comedy', 'Parody']"
5668,Gaikotsu Shotenin Honda-san OVA,"['Slice of Life', 'Comedy']"
3669,Devilman Lady,"['Action', 'Psychological', 'Drama', 'Horror']"
1531,Concrete Revolutio: Choujin Gensou,"['Action', 'Demons', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Super Power', 'Supernatural']"
6784,Chousoku Spinner,"['Sports', 'Shounen']"
11163,Tokyo Juushouden: Fuuma Gogyou Denshou,"['Action', 'Adventure', 'Supernatural', 'Shounen']"
6787,"Watashitachi, Luck Logic-bu!","['Game', 'Comedy', 'School']"
4699,Bannou Bunka Neko-Musume,"['Sci-Fi', 'Adventure', 'Comedy', 'Mecha', 'Seinen']"
13843,the FLY BanD!,['Music']
13346,Tabi wa Michizure Yo wa Nasake,['Kids']
9902,Chocchan Monogatari,"['Slice of Life', 'Historical', 'Drama']"
11246,Shounen Jack to Mahoutsukai,"['Adventure', 'Fantasy']"
14203,Sense Honma ni Honma,"['Music', 'Kids', 'School']"
8750,Scandal,"['Music', 'Slice of Life']"
8083,Bakutou Sengen Daigunder,"['Sci-Fi', 'Adventure', 'Mecha']"
13015,"Satto Anshin, SAT x Peeping Life","['Comedy', 'Slice of Life']"
8876,Riki-Oh 2: Horobi no Ko,"['Action', 'Martial Arts', 'Super Power', 'Seinen']"
1634,Aiura,"['Comedy', 'School', 'Shounen', 'Slice of Life']"
2791,Azumanga Web Daioh,"['Comedy', 'School', 'Slice of Life']"
7953,New My Tear CL Series,['Slice of Life']
7682,Bakegyamon,"['Action', 'Demons', 'Fantasy', 'Game', 'Shounen']"
12342,Minihams no Ai no Uta,"['Kids', 'Music']"
6055,Ai Tenshi Densetsu Wedding Peach DX,"['Adventure', 'Magic', 'Comedy', 'Romance', 'Shoujo']"
12229,Channel 5.5 Prologue: Shin Bangumi Start!,['Comedy']
1917,Accel World: Infinite∞Burst,"['Action', 'Game', 'Sci-Fi', 'Romance', 'School']"
8826,Barom One,"['Action', 'Sci-Fi', 'Supernatural', 'Shounen']"
14844,Asayake to Nettaigyo,['Music']
12836,Calihara no Uta,"['Music', 'Kids']"
13057,Aru Otoko no Ikikata,['Historical']
13165,Akane-chan no Wasuremono,[]
6709,Zekkyou Gakkyuu,"['Shoujo', 'Supernatural']"
14120,Super Taromu,"['Mecha', 'Shounen']"
11703,Raldessia Chronicles,"['Action', 'Adventure', 'Music']"
10332,Neeko ga Vtuber Shite Mita,['Slice of Life']
11487,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"['Magic', 'Fantasy']"
6270,MapleStory,"['Action', 'Kids', 'Fantasy', 'Comedy', 'Romance']"
12906,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,['Comedy']
13429,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)","['Cars', 'Comedy']"
12810,Gokiburi Hime,['Sci-Fi']
3270,Dies Irae: Reimei,"['Action', 'Super Power', 'Magic']"
11066,Kine-Pass Gekijou,"['Comedy', 'Parody']"
15064,Can You See? I'm Sushi,"['Game', 'Music', 'Kids']"
14715,Asunal Kanayama,['Slice of Life']
2788,Alice or Alice: Siscon Niisan to Futago no Imouto,"['Seinen', 'Slice of Life']"
13163,"""R100"" x Mameshiba Original Manners",['Comedy']
14575,"Zoojazoo ""Watashi no Onaka""",['Music']
13002,You Should See Me in a Crown,"['Music', 'Dementia']"
11759,Very! Merry!! Session!!!,['Music']
14800,Uchuu no Uta,"['Music', 'Space', 'Kids']"
9263,Saru Masamune,"['Adventure', 'Military']"
15424,Paper Moon,"['Music', 'Dementia']"
10588,Oshiri Kajiri Mushi (TV) 2nd Season,"['Comedy', 'Kids']"
2193,Nobunaga-sensei no Osanazuma,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']"
9181,"Nemure Omoigo, Sora no Shitone ni","['Adventure', 'Space', 'Drama']"
11725,Katsura Hime,"['Action', 'Comedy']"
10887,Kaede New Town,"['Comedy', 'Romance', 'School', 'Slice of Life']"
7369,Gantz x Senran Kagura New Link,['Music']
15352,Frogtoise,"['Dementia', 'Music']"
13328,Fin-tan,['Comedy']
7864,Fairy Ngo,"['Music', 'Comedy', 'Demons', 'Supernatural', 'Fantasy']"
14577,Boku wa Mou Inai,['Music']
13017,Anger,['Music']
3683,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,['Ecchi']
9723,Adesugata Mahou no Sannin Musume,"['Magic', 'Comedy', 'Shoujo']"
7471,Yami no Shihosha Judge,"['Supernatural', 'Horror', 'Seinen']"
11540,Worku,"['Psychological', 'Fantasy']"
5372,Venus Project: Climax,"['Action', 'Music']"
14265,Tori vs. Buta: Buttobi Pizza Battle,['Music']
3197,.hack//Unison,"['Adventure', 'Comedy', 'Fantasy', 'Game', 'Magic', 'Sci-Fi']"
8360,Yuusha Raideen,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']"
8656,Yousei Florence,"['Adventure', 'Fantasy', 'Music']"
10193,Wonder Beat Scramble,"['Action', 'Space', 'Sci-Fi']"
1667,Ueno-san wa Bukiyou,"['Comedy', 'Romance', 'Seinen']"
5640,ViVid Strike! Specials,"['Action', 'Drama', 'Magic', 'Martial Arts']"
4161,Tsukipro The Animation,['Music']
3708,Tokyo Babylon,"['Action', 'Magic', 'Mystery', 'Supernatural']"
8559,Tennis no Ouji-sama: Message in a Bottle,"['Comedy', 'Sports', 'School', 'Shounen']"
6121,Tenchi Muyou! Ryououki 4th Season,"['Action', 'Sci-Fi', 'Harem', 'Space', 'Comedy', 'Shounen']"
6147,Starship Troopers: Invasion,"['Action', 'Military', 'Sci-Fi']"
8991,Soukou Kihei Votoms: Pailsen Files Movie,"['Military', 'Sci-Fi', 'Space', 'Mecha']"
5144,"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!","['Comedy', 'Ecchi', 'Fantasy']"
7163,Sentou Yousei Shoujo Tasukete! Mave-chan,"['Parody', 'Comedy', 'Super Power', 'Sci-Fi', 'Shounen']"
14690,Saishuu Densha featuring Izumi Makura,['Music']
14822,Ryuusei Girl,['Music']
15184,Race Eizou-hen,"['Music', 'Sports']"
11965,Qin Shi Ming Yue: Guoqing Tebie Pian,"['Action', 'Comedy', 'Parody', 'Martial Arts']"
10055,Pac-World,"['Adventure', 'Comedy', 'Sci-Fi']"
14858,Nandaku Mou,['Music']
11155,Old City Ward,"['Fantasy', 'Music']"
12728,Maze,[]
12828,Kamishibai Itazura Tanuki no Maki,"['Action', 'Historical', 'Supernatural']"
12144,Jikkyou Chuukei,"['Dementia', 'Music']"
12319,I Love Picnic,"['Kids', 'Comedy']"
11223,Hungry Zombie Francesca!!,"['Music', 'Fantasy']"
9138,Harbor Light Monogatari: Fashion Lala yori,['Shoujo']
7887,Haja Kyosei G Dangaiou,"['Action', 'Mecha', 'Sci-Fi']"
9531,Happy Kappy,"['Comedy', 'Fantasy', 'Shoujo']"
13831,Frypan Jiisan,"['Kids', 'Adventure']"
11912,Channel 5.5 4th Season Prologue,['Comedy']
13641,Cheol-in 007,"['Action', 'Mecha', 'Sci-Fi']"
4142,Arifureta Shokugyou de Sekai Saikyou Recap,"['Action', 'Adventure', 'Harem', 'Fantasy']"
13349,Uriko-hime to Amanojaku,['Demons']
3991,Urawa no Usagi-chan,"['Slice of Life', 'Comedy', 'School']"
12957,Urashima Tarou (1952),['Historical']
13524,Tsuiseki,['Dementia']
2079,Uchouten Kazoku 2,"['Comedy', 'Demons', 'Drama', 'Fantasy', 'Slice of Life']"
13210,Tough Guy!,"['Action', 'Comedy']"
9247,Tarou-san no Kisha,['Action']
166,Nisemonogatari,"['Mystery', 'Comedy', 'Supernatural', 'Ecchi']"
569,Skip Beat!,"['Comedy', 'Drama', 'Romance', 'Shoujo']"
2356,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']"
11813,Mr. Pen Pen,"['Comedy', 'Kids', 'Shoujo']"
19,Naruto: Shippuuden,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']"
579,Mahoutsukai no Yome: Hoshi Matsu Hito,"['Slice of Life', 'Magic', 'Fantasy', 'Shounen']"
350,Cardcaptor Sakura,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']"
11864,Gensei Shugoshin P-hyoro Ikka OVA,"['Adventure', 'Fantasy', 'Shoujo']"
8445,Shounen Kenya,['Adventure']
1759,Yoru wa Mijikashi Arukeyo Otome,"['Comedy', 'Romance']"
966,Non Non Biyori Repeat,"['Comedy', 'School', 'Seinen', 'Slice of Life']"
1869,xxxHOLiC Rou,"['Mystery', 'Supernatural']"
11239,Warau Salesman Tokubetsu Bangumi,"['Psychological', 'Supernatural', 'Seinen']"
3308,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,"['Action', 'Magic', 'Comedy', 'Sci-Fi', 'Drama']"
8011,Sengoku Majin Goushougun: Toki no Etranger,"['Action', 'Sci-Fi']"
5650,Sansha Sanyou Specials,"['Comedy', 'School', 'Slice of Life']"
12679,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,['Kids']
3000,Onigiri,"['Comedy', 'Supernatural', 'Fantasy']"
47,Death Parade,"['Game', 'Mystery', 'Psychological', 'Drama', 'Thriller']"
12431,Pride,['Slice of Life']
11761,Onaka Hime,['Fantasy']
9680,Ring ni Kakero 1: Sekai Taikai-hen,['Sports']
4546,ReLIFE: Kanketsu-hen Specials,['Slice of Life']
15296,"On a Forest, in the Air",['Dementia']
14042,Nameless Flipbook,['Dementia']
2552,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']"
1757,Nobunagun,"['Action', 'Sci-Fi', 'Super Power']"
1153,Nagato Yuki-chan no Shoushitsu,"['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']"
5369,Myself ; Yourself Specials,"['Drama', 'Romance', 'School']"
10331,Modern No.2,['Dementia']
6383,Military! Special,"['Military', 'Comedy', 'Ecchi']"
3208,Mobile Suit Gundam F91,"['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']"
8368,Maryuu Senki,"['Fantasy', 'Horror']"
12062,Mameshi-Pamyu-Pamyu,"['Comedy', 'Parody']"
15201,Lose It,['Music']
10679,Michi (2004),"['Music', 'Kids']"
6171,Master Mosquiton,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Vampire']"
